 61.0,133.0,  0.5,118.0, 67.0,  1.0,0.4576271186440678,0.47761194029850745
  9.0,  4.0,0.07692307692307687,389.0,466.0, 13.0,0.5347043701799485,0.7875536480686696
 89.0, 60.0, 0.25, 80.0,368.0,  4.0,0.4625,0.5706521739130435
 18.0, 37.0,  0.5,177.0,105.0,  1.0,0.5141242937853108,  0.4
 37.0, 51.0,  1.0,102.0,223.0,  2.0,0.4019607843137255,0.5560538116591929
152.0, 31.0,  0.5, 54.0,191.0,  1.0,0.2962962962962963,0.5497382198952879
 10.0, 83.0, 0.75,259.0, 35.0,  4.0,0.640926640926641,  0.4
100.0, 67.0,  0.5, 29.0,247.0,  2.0,0.27586206896551724,0.5182186234817814
 32.0, 60.0,  0.5,104.0, 38.0,  1.0,0.6826923076923077,0.3157894736842105
104.0, 57.0,  1.0,171.0,286.0,  2.0,0.4152046783625731,0.48951048951048953
  7.0, 53.0,  0.5,223.0, 86.0,  1.0,0.5560538116591929,0.36046511627906974
307.0, 45.0,  0.5, 32.0, 12.0,  1.0,0.28125,  0.5
 10.0, 69.0, 0.75,389.0,141.0,  4.0,0.5347043701799485,0.3900709219858156
 68.0, 22.0,  0.5,118.0,140.0,  8.0,0.4152542372881356,0.5928571428571429
 50.0, 96.0,  0.5,177.0,  8.0,  1.0,0.4971751412429379,0.125
 53.0,172.0,  0.5,111.0, 18.0,  1.0,0.4954954954954955,0.2777777777777778
133.0, 64.0,  0.5,  3.0, 20.0,  1.0,  0.0,  0.6
  4.0, 89.0,  1.0,262.0,156.0,  2.0,0.7061068702290076,0.5128205128205128
 37.0, 94.0,  0.5, 44.0,127.0,  2.0,0.6136363636363636,0.3858267716535433
138.0,  4.0,  0.5, 20.0,396.0,  1.0,  0.3,0.5934343434343434
153.0,  9.0,  0.5,209.0,148.0,  4.0,0.8038277511961722,0.7162162162162162
 26.0, 36.0,0.46153846153846156,409.0,508.0, 13.0,0.5525672371638142,0.6456692913385826
 41.0,128.0,  0.5,292.0, 10.0,  1.0,0.5787671232876712,  0.1
 29.0, 86.0,  0.0, 79.0, 87.0,  2.0,0.27848101265822783,0.5057471264367817
 25.0, 26.0,  0.5, 55.0,109.0,  2.0,0.6363636363636364,0.5412844036697247
 28.0, 63.0,  0.5, 89.0,127.0,  4.0,0.6067415730337079,0.5196850393700787
 78.0,202.0,  0.5, 99.0, 21.0,  1.0,0.5454545454545454,0.3333333333333333
377.0, 29.0,  0.5, 31.0, 56.0,  1.0,0.4838709677419355,0.48214285714285715
363.0, 63.0,  0.5, 65.0,231.0,  1.0,0.3384615384615385,0.47186147186147187
443.0,320.0,  0.5,  4.0,  5.0,  1.0,  0.5,  0.2
 48.0, 43.0,  0.5, 70.0,111.0,  2.0,0.42857142857142855,0.44144144144144143
113.0, 96.0,  0.5, 33.0, 21.0,  1.0,0.42424242424242425,0.47619047619047616
159.0, 33.0,  0.5,  1.0,339.0,  1.0,  0.0,0.528023598820059
 33.0, 37.0,  0.0,311.0,307.0,  2.0,0.5273311897106109,0.48859934853420195
 79.0,120.0,  0.5, 29.0, 54.0,  1.0,0.3103448275862069,0.3888888888888889
 51.0, 82.0,  0.5, 69.0,275.0,  1.0,0.36231884057971014,0.5054545454545455
 53.0, 54.0,  0.5, 74.0,217.0,  1.0,0.3783783783783784,0.5207373271889401
  4.0, 17.0,0.8333333333333334, 41.0, 46.0,  6.0,0.4634146341463415,0.5434782608695652
  9.0, 16.0,  0.5,111.0, 82.0,  4.0,0.7477477477477478,0.5975609756097561
 62.0, 89.0,  0.5,116.0,225.0,  1.0,0.6120689655172413,0.4533333333333333
 71.0, 75.0,  0.5, 37.0, 72.0,  1.0,0.4594594594594595,0.6388888888888888
 23.0, 33.0,  0.5, 69.0, 15.0,  2.0,0.6376811594202898,0.5333333333333333
105.0,356.0,  0.5,136.0, 15.0,  1.0,0.47794117647058826,0.3333333333333333
105.0, 38.0,  1.0,239.0, 77.0,  2.0,0.6150627615062761,0.3246753246753247
 72.0, 67.0,0.6666666666666667, 73.0,169.0,  3.0,0.3698630136986301,0.5739644970414202
 94.0, 79.0,  0.5, 20.0,350.0,  1.0, 0.55,0.6114285714285714
134.0,133.0,  0.5, 14.0,  8.0,  1.0,0.2857142857142857,  0.0
 49.0, 28.0,  0.5,179.0,239.0,  1.0,0.46368715083798884,0.6150627615062761
 38.0,  8.0,0.2857142857142857,339.0,386.0,  7.0,0.528023598820059,0.5958549222797928
 64.0, 67.0,  0.5, 48.0,193.0,  1.0,0.3958333333333333,0.42487046632124353
 43.0, 23.0,  0.0, 48.0,144.0,  2.0,0.3958333333333333,  0.5
  6.0,  1.0,0.09090909090909094, 90.0,209.0, 11.0,0.6888888888888889,0.8038277511961722
  2.0,142.0,  1.0, 63.0,225.0,  2.0,0.746031746031746,0.4533333333333333
  4.0, 90.0,  0.5,107.0,  4.0,  1.0,0.8317757009345794,  0.0
 39.0, 25.0, 0.75, 42.0, 78.0,  4.0,0.6904761904761905,0.6923076923076923
 39.0, 29.0,0.33333333333333337,226.0,223.0,  3.0,0.4823008849557522,0.5560538116591929
 47.0,  2.0,  0.0,213.0,721.0,  8.0,0.431924882629108,0.8460471567267683
 16.0, 52.0, 0.75,111.0,177.0,  4.0,0.4954954954954955,0.4971751412429379
 60.0, 27.0,  0.5, 13.0, 23.0,  6.0,0.38461538461538464,0.43478260869565216
 99.0, 49.0,  0.5, 29.0, 60.0,  1.0,0.2413793103448276,  0.4
 52.0,100.0,  0.5,109.0, 17.0,  1.0,0.41284403669724773,0.5294117647058824
 54.0, 28.0,0.8333333333333334,350.0,265.0,  6.0,0.6114285714285714,0.6037735849056604
103.0,106.0,0.33333333333333337,390.0,136.0,  3.0,0.6538461538461539,0.40441176470588236
1055.0, 53.0,  0.5, 44.0,101.0,  1.0,0.45454545454545453,0.43564356435643564
 61.0,101.0,  0.5,179.0, 42.0,  1.0,0.46368715083798884,0.19047619047619047
 15.0,  1.0,  0.0, 23.0, 12.0,  4.0,0.6956521739130435, 0.75
